method,dataset,point_group,sigma,n_total,n_crashed,n_valid,crash_rate,mean_emd,median_emd,mean_theta_deg,median_theta_deg,flip_rate,n_molecules
ours_wwv,synthetic,Td,0.003,30.0,0.0,30.0,0.0,0.2815290859495642,0.19245282829137522,23.96842767652184,16.047504660559785,0.5,2
ours_wwv,synthetic,Td,0.01,30.0,0.0,30.0,0.0,0.2864930793660461,0.19656140959090607,24.130118146305428,16.180526592368512,0.5,2
ours_wwv,synthetic,Td,0.03,30.0,0.0,30.0,0.0,0.2997161459538796,0.20904463330334744,24.56760242319572,16.587737265589894,0.5,2
ours_wwv,synthetic,Td,0.1,30.0,0.0,30.0,0.0,0.35606276614619586,0.2630183611389335,26.45606928828665,18.373543527248174,0.8666666666666667,2
pca,qm-sym,C2h,0.0,120.0,0.0,120.0,0.0,0.4677945384995313,3.791089538984645e-15,16.09257784969299,1.2074182697257333e-06,0.25833333333333336,8
pca,qm-sym,C2h,0.0001,120.0,0.0,120.0,0.0,0.810463819897793,1.3022112729759598,24.27753594862132,0.6115125255133909,0.35833333333333334,8
pca,qm-sym,C2h,0.001,120.0,0.0,120.0,0.0,0.8111315010814891,1.3022486957975263,24.28315284519737,0.6120609186404782,0.35833333333333334,8
pca,qm-sym,C2h,0.003,120.0,0.0,120.0,0.0,0.8126195377234356,1.3023367469292748,24.29615910430226,0.6150968843335898,0.35833333333333334,8
pca,qm-sym,C2h,0.01,120.0,0.0,120.0,0.0,0.8178737950350604,1.302697899948255,24.346815862570566,0.6476228670175765,0.35833333333333334,8
pca,qm-sym,C2h,0.03,120.0,0.0,120.0,0.0,0.8453032805119295,1.3045170604065213,25.203941830189645,1.2973739091875536,0.375,8
pca,qm-sym,C2h,0.1,120.0,0.0,120.0,0.0,0.8902318549577245,1.3145467334363705,26.0251810698433,2.5778719421819014,0.4,8
pca,qm-sym,C3h,0.0,75.0,0.0,75.0,0.0,2.4969949442736324e-08,1.146160109395087e-08,5.453374875899592e-07,0.0,0.0,5
pca,qm-sym,C3h,0.0001,75.0,0.0,75.0,0.0,1.2799835921740204,1.4999482595450666,9.822248042648365,7.86766847694451,0.8,5
pca,qm-sym,C3h,0.001,75.0,0.0,75.0,0.0,1.282086655662351,1.5000670647435903,9.885964815264632,7.881274136270349,0.8133333333333334,5
pca,qm-sym,C3h,0.003,75.0,0.0,75.0,0.0,1.2826081353653662,1.4998384089604115,9.897284254396817,7.885261064119047,0.8133333333333334,5
pca,qm-sym,C3h,0.01,75.0,0.0,75.0,0.0,1.2840302720171775,1.499070370810928,9.85964511086065,7.896368849671062,0.8,5
pca,qm-sym,C3h,0.03,75.0,0.0,75.0,0.0,1.2649941696392473,1.4636771966363236,9.935841988101211,7.945397787420937,0.7866666666666666,5
pca,qm-sym,C3h,0.1,75.0,0.0,75.0,0.0,1.278110275611355,1.4112641112934767,9.903717024581841,7.784927297375451,0.76,5
pca,qm-sym,C4h,0.0,30.0,0.0,30.0,0.0,1.689931509862779,1.8469465682936905,10.915713912048899,9.353039151965667,0.7,2
pca,qm-sym,C4h,0.0001,30.0,0.0,30.0,0.0,1.5936036950791992,1.6563287509567766,7.7860872207158325,7.419302484591836,0.5666666666666667,2
pca,qm-sym,C4h,0.001,30.0,0.0,30.0,0.0,1.5935442389249213,1.6563966684266358,7.785196540507074,7.423076928577455,0.5666666666666667,2
pca,qm-sym,C4h,0.003,30.0,0.0,30.0,0.0,1.593430687068142,1.6565544467362967,7.783237909503815,7.4314787107787215,0.5666666666666667,2
pca,qm-sym,C4h,0.01,30.0,0.0,30.0,0.0,1.593217696944795,1.6571831136081459,7.7766044212449765,7.4310777704619895,0.5666666666666667,2
pca,qm-sym,C4h,0.03,30.0,0.0,30.0,0.0,1.5939265177146706,1.6597120697144707,7.77945607056657,7.340183572391968,0.5666666666666667,2
pca,qm-sym,C4h,0.1,30.0,0.0,30.0,0.0,1.7007801660684914,1.842675200735541,9.098684885174881,8.468596487942268,0.6666666666666666,2
pca,qm9,C*v,0.0,15.0,0.0,15.0,0.0,3.9724599540665787e-16,3.6131011786571377e-16,0.0,0.0,0.0,1
pca,qm9,C*v,0.0001,15.0,0.0,15.0,0.0,0.00012559301930089467,0.00012614640356928587,0.0,0.0,0.0,1
pca,qm9,C*v,0.001,15.0,0.0,15.0,0.0,0.0012559273183302474,0.0012615053947151501,6.1304506128127976e-06,5.2630142203192075e-06,0.0,1
pca,qm9,C*v,0.003,15.0,0.0,15.0,0.0,0.00376776320048445,0.003784795928493293,5.5626330542138114e-05,4.819096588326113e-05,0.0,1
pca,qm9,C*v,0.01,15.0,0.0,15.0,0.0,0.012559006669509072,0.012619395022989111,0.0006172303000166093,0.0005391119194113908,0.0,1
pca,qm9,C*v,0.03,15.0,0.0,15.0,0.0,0.03767564855172835,0.037891079008395126,0.005533392129747406,0.00494723218991017,0.0,1
pca,qm9,C*v,0.1,15.0,0.0,15.0,0.0,0.37466983139007426,0.12682114271909523,12.04854780472914,0.05949764960268976,0.13333333333333333,1
pca,qm9,C1,0.0,120.0,0.0,120.0,0.0,1.5262413133365808e-15,1.2283576492946987e-15,5.035098248785271e-07,0.0,0.0,8
pca,qm9,C1,0.0001,120.0,0.0,120.0,0.0,0.00018732984493853843,0.00018032866040083195,0.0034409782637897708,0.0031678882112601966,0.0,8
pca,qm9,C1,0.001,120.0,0.0,120.0,0.0,0.001873275456762576,0.0018027985592598236,0.03441029446635981,0.03163058255341089,0.0,8
pca,qm9,C1,0.003,120.0,0.0,120.0,0.0,0.005619683855838608,0.005405165257139882,0.103234850050837,0.09457105631711343,0.0,8
pca,qm9,C1,0.01,120.0,0.0,120.0,0.0,0.018731007658044686,0.01800358168317491,0.34418303080434975,0.3115414911958284,0.0,8
pca,qm9,C1,0.03,120.0,0.0,120.0,0.0,0.06326869483106078,0.05387434553571485,1.1287170181635529,0.9334115107942049,0.008333333333333333,8
pca,qm9,C1,0.1,120.0,0.0,120.0,0.0,0.23531854742615324,0.18240852714879358,4.518682610713916,2.959960393556906,0.225,8
pca,qm9,C2,0.0,120.0,0.0,120.0,0.0,3.0187915864349025e-15,2.2198011752516215e-15,4.4612382529692357e-07,0.0,0.0,8
pca,qm9,C2,0.0001,120.0,0.0,120.0,0.0,0.20374269661676556,0.00033309965075126267,5.936340336024736,0.006299271874631722,0.16666666666666666,8
pca,qm9,C2,0.001,120.0,0.0,120.0,0.0,0.26562743415605866,0.003319109854948605,6.795202721212422,0.09671102076905513,0.175,8
pca,qm9,C2,0.003,120.0,0.0,120.0,0.0,0.2794144136482618,0.01008484957222202,6.948832419443315,0.3060582761840036,0.175,8
pca,qm9,C2,0.01,120.0,0.0,120.0,0.0,0.30290768684670144,0.03520135351528165,6.731598559683975,1.043429900936819,0.175,8
pca,qm9,C2,0.03,120.0,0.0,120.0,0.0,0.41288772901721876,0.1202872543536112,8.364874788249217,2.1698599324395342,0.325,8
pca,qm9,C2,0.1,120.0,0.0,120.0,0.0,0.6111737624188562,0.3934504659255361,13.639213935140964,7.569930606615273,0.6083333333333333,8
pca,qm9,C2h,0.0,30.0,0.0,30.0,0.0,2.672602387948899e-15,1.9129729589245935e-15,2.7482558879697697e-07,0.0,0.0,2
pca,qm9,C2h,0.0001,30.0,0.0,30.0,0.0,0.6110897230043099,1.0401318112563347,27.389618930986398,10.315292457514175,0.5333333333333333,2
pca,qm9,C2h,0.001,30.0,0.0,30.0,0.0,0.6863874250502981,1.0398864732295328,16.71011908780067,2.0039599811231565,0.4666666666666667,2
pca,qm9,C2h,0.003,30.0,0.0,30.0,0.0,0.7249162135929687,1.0402937883538335,16.766338352256675,4.852717254289242,0.5,2
pca,qm9,C2h,0.01,30.0,0.0,30.0,0.0,0.7292325942028117,1.040514957609761,16.93203688722535,5.15605831503598,0.5,2
pca,qm9,C2h,0.03,30.0,0.0,30.0,0.0,0.7418718565053223,1.0422574841478518,17.069590853468657,6.015310709732665,0.5,2
pca,qm9,C2h,0.1,30.0,0.0,30.0,0.0,0.6798727392708019,0.9401468389462937,23.337139547714134,7.818093085060557,0.7,2
pca,qm9,C2v,0.0,120.0,0.0,120.0,0.0,3.1643018903504805e-15,1.5086991830810457e-15,4.846447657530245e-07,0.0,0.0,8
pca,qm9,C2v,0.0001,120.0,0.0,120.0,0.0,0.06912299868748314,0.0003425303457089573,1.9479576462208035,0.006875805792387281,0.08333333333333333,8
pca,qm9,C2v,0.001,120.0,0.0,120.0,0.0,0.06677560743241617,0.002190905644932052,1.7191729349549414,0.05309697887732204,0.06666666666666667,8
pca,qm9,C2v,0.003,120.0,0.0,120.0,0.0,0.07708653605822359,0.006420576247652998,2.0744640411069972,0.15943939082667358,0.075,8
pca,qm9,C2v,0.01,120.0,0.0,120.0,0.0,0.11545380466330807,0.021498592643565174,3.3988524376264477,0.5363274221222856,0.16666666666666666,8
pca,qm9,C2v,0.03,120.0,0.0,120.0,0.0,0.23471567812146457,0.06482180874879098,6.9967578106149855,1.5988532640873443,0.26666666666666666,8
pca,qm9,C2v,0.1,120.0,0.0,120.0,0.0,0.4375173940296822,0.21745496343963666,12.001308149638074,5.287395655681388,0.525,8
pca,qm9,C3,0.0,15.0,0.0,15.0,0.0,9.315693619444364e-13,8.492137794378732e-13,9.834286722414976e-07,1.2074182697257333e-06,0.0,1
pca,qm9,C3,0.0001,15.0,0.0,15.0,0.0,0.10178654741207463,0.1011714306627551,2.910313188637624,2.892819441497236,0.0,1
pca,qm9,C3,0.001,15.0,0.0,15.0,0.0,0.8097483613879695,1.1284100497713687,10.938593053373722,8.522637931617705,0.8,1
pca,qm9,C3,0.003,15.0,0.0,15.0,0.0,0.8226754237371785,0.611381012460469,11.982273092182613,10.639599866908076,0.9333333333333333,1
pca,qm9,C3,0.01,15.0,0.0,15.0,0.0,0.8085156753375216,0.6214110840421917,11.387339758607158,10.54837311779329,0.8666666666666667,1
pca,qm9,C3,0.03,15.0,0.0,15.0,0.0,0.8073777669887113,0.6237834970562005,12.017903293279963,9.647325763726242,0.8666666666666667,1
pca,qm9,C3,0.1,15.0,0.0,15.0,0.0,0.8490269874941743,1.0424554368466652,10.496595609113351,9.253097598978881,0.8,1
pca,qm9,Ci,0.0,15.0,0.0,15.0,0.0,1.4535810105525458e-15,1.428881576622265e-15,4.3581469142707476e-07,0.0,0.0,1
pca,qm9,Ci,0.0001,15.0,0.0,15.0,0.0,0.5851124435817755,0.7808426724839317,7.789409838471725,7.209096834210621,0.6666666666666666,1
pca,qm9,Ci,0.001,15.0,0.0,15.0,0.0,0.5856216027039103,0.7804221358328474,7.794824502797271,7.213835167519435,0.6666666666666666,1
pca,qm9,Ci,0.003,15.0,0.0,15.0,0.0,0.5848043673048221,0.7792204375018965,7.67478360913083,7.224405057035734,0.6666666666666666,1
pca,qm9,Ci,0.01,15.0,0.0,15.0,0.0,0.5890795456504303,0.7765322613564359,7.712254859237661,7.261827902273546,0.6666666666666666,1
pca,qm9,Ci,0.03,15.0,0.0,15.0,0.0,0.6733439361692944,0.7733072214648724,8.285865378389268,7.3721945694747895,0.7333333333333333,1
pca,qm9,Ci,0.1,15.0,0.0,15.0,0.0,0.6772236319941842,0.7918121099989526,7.146844859551609,4.1600887141462515,0.4666666666666667,1
pca,qm9,Cs,0.0,120.0,0.0,120.0,0.0,1.5421405204084295e-15,1.1529575302255347e-15,3.577615467670811e-07,0.0,0.0,8
pca,qm9,Cs,0.0001,120.0,0.0,120.0,0.0,0.08105181647539277,0.0001655497367369197,2.6829995020549235,0.0022342222206260982,0.075,8
pca,qm9,Cs,0.001,120.0,0.0,120.0,0.0,0.08254027939319665,0.0016556913945088565,10.950748835255732,0.024742973685957174,0.16666666666666666,8
pca,qm9,Cs,0.003,120.0,0.0,120.0,0.0,0.08585214958992313,0.0049674204344898575,10.990947284401445,0.0741420787039532,0.16666666666666666,8
pca,qm9,Cs,0.01,120.0,0.0,120.0,0.0,0.10889287116317224,0.01655941143153717,11.349586358427503,0.24613174743778077,0.175,8
pca,qm9,Cs,0.03,120.0,0.0,120.0,0.0,0.20551820984698113,0.04972546532927064,12.033452338212053,0.8000374508050728,0.20833333333333334,8
pca,qm9,Cs,0.1,120.0,0.0,120.0,0.0,0.43231514355550954,0.1688809342911175,16.220653867940023,2.9935586136818646,0.39166666666666666,8
pca,qm9,D2,0.0,15.0,0.0,15.0,0.0,1.1415655552044372e-15,1.0887867229736422e-15,3.081675236488073e-07,0.0,0.0,1
pca,qm9,D2,0.0001,15.0,0.0,15.0,0.0,0.0002534757272846579,0.00017092478058557353,0.004733661153543575,0.002281665943050865,0.0,1
pca,qm9,D2,0.001,15.0,0.0,15.0,0.0,0.001783394177812223,0.0016891554276951535,0.027712010838402034,0.024660648135828852,0.0,1
pca,qm9,D2,0.003,15.0,0.0,15.0,0.0,0.5194667265773281,0.005565010261586969,11.469073994641457,0.0921121879203604,0.3333333333333333,1
pca,qm9,D2,0.01,15.0,0.0,15.0,0.0,0.832606350354023,1.5447953611047147,18.331973550127763,33.97399078603878,0.5333333333333333,1
pca,qm9,D2,0.03,15.0,0.0,15.0,0.0,0.8467791086137801,1.5392477023789763,18.441156444304816,33.39106260329131,0.5333333333333333,1
pca,qm9,D2,0.1,15.0,0.0,15.0,0.0,0.8995622864115506,1.5272411704764146,18.875795846349522,31.356191822631875,0.5333333333333333,1
pca,synthetic,C2h,0.0,15.0,0.0,15.0,0.0,5.338450920628248e-16,4.756295149049138e-16,0.0,0.0,0.0,1
pca,synthetic,C2h,0.0001,15.0,0.0,15.0,0.0,0.5321365363859679,0.8866936603256658,15.63153459064298,26.04378035187717,0.6,1
pca,synthetic,C2h,0.001,15.0,0.0,15.0,0.0,0.5330348593093268,0.8863854055923285,15.658138276100903,26.009092990144175,0.6,1
pca,synthetic,C2h,0.003,15.0,0.0,15.0,0.0,0.5350350355284818,0.8857045884483358,15.717391635122112,25.93203321238614,0.6,1
pca,synthetic,C2h,0.01,15.0,0.0,15.0,0.0,0.5420784185213008,0.8833674681271059,15.9262547419027,25.662630374647687,0.6,1
pca,synthetic,C2h,0.03,15.0,0.0,15.0,0.0,0.5625764815117519,0.8770866612003013,16.53607419119109,24.8968714330612,0.6,1
pca,synthetic,C2h,0.1,15.0,0.0,15.0,0.0,0.6384974915606532,0.8522799890899272,18.815721659582017,22.312004584033662,0.8,1
pca,synthetic,D*h,0.0,30.0,0.0,30.0,0.0,2.0531937414419285e-16,1.7706826705523803e-16,0.0,0.0,0.0,2
pca,synthetic,D*h,0.0001,30.0,0.0,30.0,0.0,0.00010887012756071157,0.00010742374317228306,0.0,0.0,0.0,2
pca,synthetic,D*h,0.001,30.0,0.0,30.0,0.0,0.0010886756517435557,0.001074269913074397,1.471866748888592e-05,7.484073767941149e-06,0.0,2
pca,synthetic,D*h,0.003,30.0,0.0,30.0,0.0,0.003265858319451211,0.0032230273042183092,0.0001326051291447767,6.766490862052994e-05,0.0,2
pca,synthetic,D*h,0.01,30.0,0.0,30.0,0.0,0.010884308548744509,0.010745999998517164,0.001470860218345319,0.0007424338527187402,0.0,2
pca,synthetic,D*h,0.03,30.0,0.0,30.0,0.0,0.03263901967157376,0.03226106652149513,0.013165619401536034,0.006616280383436305,0.0,2
pca,synthetic,D*h,0.1,30.0,0.0,30.0,0.0,0.1087364828452877,0.10784835083266511,0.1428680949644966,0.07129571616726862,0.0,2
pca,synthetic,D2d,0.0,15.0,0.0,15.0,0.0,0.4198434523959303,0.5039193779422988,47.668655209022354,56.48857746256229,0.9333333333333333,1
pca,synthetic,D2d,0.0001,15.0,0.0,15.0,0.0,0.3810611860234119,0.39917057547831053,42.741231889865034,44.02400081754039,0.9333333333333333,1
pca,synthetic,D2d,0.001,15.0,0.0,15.0,0.0,0.3816830616158375,0.40045912150469765,42.74405986143713,44.105396171272744,0.9333333333333333,1
pca,synthetic,D2d,0.003,15.0,0.0,15.0,0.0,0.3830729887247824,0.4033188128301,42.75029552062522,44.28549475385617,0.9333333333333333,1
pca,synthetic,D2d,0.01,15.0,0.0,15.0,0.0,0.41887508345939556,0.44318920879091256,46.40481787555624,48.38766942551789,0.9333333333333333,1
pca,synthetic,D2d,0.03,15.0,0.0,15.0,0.0,0.43381805704688203,0.45489923063826965,46.51411938834929,48.11929447470204,0.9333333333333333,1
pca,synthetic,D2d,0.1,15.0,0.0,15.0,0.0,0.48991407321148644,0.5012870482189316,46.78938782763951,47.293779521864884,1.0,1
pca,synthetic,D3h,0.0,60.0,0.0,60.0,0.0,0.11700104657218513,0.1166861561077761,7.0775438483777355,6.023400344457067,0.5666666666666667,4
pca,synthetic,D3h,0.0001,60.0,0.0,60.0,0.0,0.18027400020486153,0.17316861563689243,11.814541964581725,10.364975709527513,0.8,4
pca,synthetic,D3h,0.001,60.0,0.0,60.0,0.0,0.181429405741477,0.17699528479108784,11.862591016840176,10.364344825022886,0.8,4
pca,synthetic,D3h,0.003,60.0,0.0,60.0,0.0,0.18438734366188028,0.17972245892847924,12.036393421443899,10.528947936367782,0.8166666666666667,4
pca,synthetic,D3h,0.01,60.0,0.0,60.0,0.0,0.1976368210943577,0.19332124838619957,13.020981550673598,12.452104478324713,0.9,4
pca,synthetic,D3h,0.03,60.0,0.0,60.0,0.0,0.24292539123039741,0.23757297901180946,16.408590819306827,15.769364698431605,0.9,4
pca,synthetic,D3h,0.1,60.0,0.0,60.0,0.0,0.3311178947808046,0.32027507705253183,20.792353292715436,19.164191511552637,0.9333333333333333,4
pca,synthetic,D4h,0.0,45.0,0.0,45.0,0.0,0.3001315148881533,0.2773232528405777,19.693842029357697,17.771051770148933,0.8666666666666667,3
pca,synthetic,D4h,0.0001,45.0,0.0,45.0,0.0,0.34760668980640225,0.3067457671781224,23.112554648677193,23.32064324810447,0.9555555555555556,3
pca,synthetic,D4h,0.001,45.0,0.0,45.0,0.0,0.3480532874943394,0.3064948241102432,23.119517531320188,23.387865350812525,0.9555555555555556,3
pca,synthetic,D4h,0.003,45.0,0.0,45.0,0.0,0.3487838946807778,0.3059920351975007,23.11938530183706,23.511838520208578,0.9555555555555556,3
pca,synthetic,D4h,0.01,45.0,0.0,45.0,0.0,0.35009544722493563,0.31718687122384887,23.048777107903295,23.34135895321867,0.9777777777777777,3
pca,synthetic,D4h,0.03,45.0,0.0,45.0,0.0,0.35549195708586356,0.34353271454964507,22.999907123050892,24.564585759592706,0.9555555555555556,3
pca,synthetic,D4h,0.1,45.0,0.0,45.0,0.0,0.40682310395450383,0.39694677958778685,24.383205785406098,25.058884765360997,0.9333333333333333,3
pca,synthetic,D5h,0.0,45.0,0.0,45.0,0.0,0.16481184371444765,0.143140647604926,8.921029679752806,8.178271118692416,0.6222222222222222,3
pca,synthetic,D5h,0.0001,45.0,0.0,45.0,0.0,0.36017843320152526,0.3939954539592719,19.00307849567826,20.223389278333176,0.8666666666666667,3
pca,synthetic,D5h,0.001,45.0,0.0,45.0,0.0,0.3602924660544426,0.3947381167826264,18.998192700652275,20.17327448952823,0.8666666666666667,3
pca,synthetic,D5h,0.003,45.0,0.0,45.0,0.0,0.3605801558849239,0.39639955751861244,18.990089279516503,20.155396235760914,0.8666666666666667,3
pca,synthetic,D5h,0.01,45.0,0.0,45.0,0.0,0.361960783335714,0.40233371210387814,18.989133408288986,20.249371102596,0.8444444444444444,3
pca,synthetic,D5h,0.03,45.0,0.0,45.0,0.0,0.3798884808638015,0.4202762162895818,18.93797197482999,21.2635223238095,0.8666666666666667,3
pca,synthetic,D5h,0.1,45.0,0.0,45.0,0.0,0.4246102683278451,0.44278551050065756,20.4212644554982,22.562596161644933,0.9111111111111111,3
pca,synthetic,D6h,0.0,60.0,0.0,60.0,0.0,0.2518267583298687,0.1809803839528788,9.96886840015168,8.511171906316825,0.6666666666666666,4
pca,synthetic,D6h,0.0001,60.0,0.0,60.0,0.0,0.3731595304414398,0.3820946299267559,14.671148566149595,15.686288255901264,0.7833333333333333,4
pca,synthetic,D6h,0.001,60.0,0.0,60.0,0.0,0.37320251921816006,0.38125363444702565,14.666848772103448,15.650337621448028,0.7833333333333333,4
pca,synthetic,D6h,0.003,60.0,0.0,60.0,0.0,0.3733281591859983,0.37938952745550203,14.658120491875552,15.570298237129244,0.7833333333333333,4
pca,synthetic,D6h,0.01,60.0,0.0,60.0,0.0,0.3740860159004683,0.37292175792411475,14.636343509619966,14.75695339801732,0.7833333333333333,4
pca,synthetic,D6h,0.03,60.0,0.0,60.0,0.0,0.378842572734438,0.37022720637668105,14.645666934955715,14.00995739026293,0.7833333333333333,4
pca,synthetic,D6h,0.1,60.0,0.0,60.0,0.0,0.40840801755682676,0.3493032247085649,14.460314162204291,13.366881262057948,0.8,4
pca,synthetic,D7h,0.0,45.0,0.0,45.0,0.0,0.17886808458960018,0.18421154080459,6.9230496103935115,7.769384714013961,0.6888888888888889,3
pca,synthetic,D7h,0.0001,45.0,0.0,45.0,0.0,0.3383848707448433,0.3246487023502219,12.897347166175898,13.516145268798075,0.8888888888888888,3
pca,synthetic,D7h,0.001,45.0,0.0,45.0,0.0,0.3385417465704521,0.3246688791291943,12.898241353635571,13.526584162221324,0.8888888888888888,3
pca,synthetic,D7h,0.003,45.0,0.0,45.0,0.0,0.33891088175891404,0.3255497976014246,12.900584472597858,13.549814903127912,0.8888888888888888,3
pca,synthetic,D7h,0.01,45.0,0.0,45.0,0.0,0.3364480077124256,0.3249821561248421,12.770380173797836,13.012945902319903,0.8888888888888888,3
pca,synthetic,D7h,0.03,45.0,0.0,45.0,0.0,0.34297946048692846,0.32644358017097513,12.844142257723888,12.930914121210128,0.8888888888888888,3
pca,synthetic,D7h,0.1,45.0,0.0,45.0,0.0,0.3631981617805969,0.34159723206058645,12.589608530700543,12.471025764772207,0.8888888888888888,3
pca,synthetic,D8h,0.0,45.0,0.0,45.0,0.0,0.357437394423659,0.35886956423416994,12.11217412317267,11.715841221655753,0.8222222222222222,3
pca,synthetic,D8h,0.0001,45.0,0.0,45.0,0.0,0.3163535281581755,0.34965046074384787,10.646308042174079,10.968954005678233,0.7333333333333333,3
pca,synthetic,D8h,0.001,45.0,0.0,45.0,0.0,0.31658661929687165,0.34951472103917414,10.648829585149159,10.965436808654664,0.7333333333333333,3
pca,synthetic,D8h,0.003,45.0,0.0,45.0,0.0,0.3171449085438972,0.3492181462360465,10.654752436391822,10.957594163873203,0.7333333333333333,3
pca,synthetic,D8h,0.01,45.0,0.0,45.0,0.0,0.31945958205545405,0.34823560838787226,10.678726164102018,10.92985490104929,0.7333333333333333,3
pca,synthetic,D8h,0.03,45.0,0.0,45.0,0.0,0.32706918926167877,0.3459166084514014,10.74095997710387,10.848101346330086,0.7333333333333333,3
pca,synthetic,D8h,0.1,45.0,0.0,45.0,0.0,0.3667635924989294,0.349650089703511,11.038936011444633,10.532346696922293,0.8,3
pca,synthetic,Ih,0.0,15.0,0.0,15.0,0.0,0.5336427357892342,0.5442647494367799,22.992370300399934,26.772992290618316,0.9333333333333333,1
pca,synthetic,Ih,0.0001,15.0,0.0,15.0,0.0,0.4857210204216177,0.5108242604100243,19.615118921846705,16.558079259630397,1.0,1
pca,synthetic,Ih,0.001,15.0,0.0,15.0,0.0,0.48562600027048275,0.5109712551146187,19.613040537002956,16.56061607919802,1.0,1
pca,synthetic,Ih,0.003,15.0,0.0,15.0,0.0,0.4854340694044115,0.5113055143833435,19.60869474853595,16.56654786756572,1.0,1
pca,synthetic,Ih,0.01,15.0,0.0,15.0,0.0,0.4849724192685844,0.5125578878291225,19.596498422579895,16.59053185124825,1.0,1
pca,synthetic,Ih,0.03,15.0,0.0,15.0,0.0,0.4861262035048198,0.516838144309378,19.541265869181796,16.6872769727034,1.0,1
pca,synthetic,Ih,0.1,15.0,0.0,15.0,0.0,0.5098812747797508,0.5517200652508286,19.585491775664693,16.100869514772192,1.0,1
pca,synthetic,Oh,0.0,30.0,0.0,30.0,0.0,0.5772774219018572,0.6090120193955024,34.568062528180725,36.41667638860547,1.0,2
pca,synthetic,Oh,0.0001,30.0,0.0,30.0,0.0,0.5557723360950605,0.574953453141074,35.95797300417038,40.055697339657215,1.0,2
pca,synthetic,Oh,0.001,30.0,0.0,30.0,0.0,0.5560374051626359,0.5750835542575712,35.97508263023532,40.08571100149803,1.0,2
pca,synthetic,Oh,0.003,30.0,0.0,30.0,0.0,0.5566315946788591,0.5753770908414133,36.012896121795706,40.15229781021224,1.0,2
pca,synthetic,Oh,0.01,30.0,0.0,30.0,0.0,0.5587726218710227,0.5770930330845233,36.14329682606605,40.104903692487085,1.0,2
pca,synthetic,Oh,0.03,30.0,0.0,30.0,0.0,0.5646633945225334,0.597407554148779,35.6117507001663,38.19584330654459,1.0,2
pca,synthetic,Oh,0.1,30.0,0.0,30.0,0.0,0.5858308211528873,0.6007483188548778,33.39133799016273,33.91418139329997,1.0,2
pca,synthetic,Td,0.0,30.0,0.0,30.0,0.0,0.5164332521399911,0.5412912888534045,44.608942423759565,46.42338080319858,1.0,2
pca,synthetic,Td,0.0001,30.0,0.0,30.0,0.0,0.5565220342665925,0.598579079631042,48.23818169453991,52.12922082973819,1.0,2
pca,synthetic,Td,0.001,30.0,0.0,30.0,0.0,0.5565866917401051,0.5983311557324076,48.23768629024756,52.12112827906411,1.0,2
pca,synthetic,Td,0.003,30.0,0.0,30.0,0.0,0.5567373313671445,0.5977868416801981,48.23668761768008,52.103236988128245,1.0,2
pca,synthetic,Td,0.01,30.0,0.0,30.0,0.0,0.540768039392103,0.566703232098904,46.74825870156511,50.731111449072785,1.0,2
pca,synthetic,Td,0.03,30.0,0.0,30.0,0.0,0.5431644957806855,0.5670189412429102,46.72648384310357,50.72816365664055,1.0,2
pca,synthetic,Td,0.1,30.0,0.0,30.0,0.0,0.560205773948444,0.5699536547005406,46.79135330573954,50.38409480738754,1.0,2
